Item,Count
MRI cspine:,1
Active Diagnosis:,1
MEDICATIONS OTC:,1
NEUROLOGY ADMISSION PE:,1
SINGLE UPRIGHT CHEST RADIOGRAPH:,1
SERIAL BLOOD GASES:,1
Other chronic medical issues:,1
LIPASE:,1
Coffee Ground Emesis:,1
BLOOD CHEMISTRY:,1
following hospital course:,1
will require:,1
medications changed:,1
PTH:,1
Cultures :,1
elevated INR in setting of NPH and multiple falls:,1
arterial studies:,1
medications during this admission:,1
MRI Appointment:,1
Nephrostomy Tube:,1
neurology to discuss these results:,1
Laboratory Results:,1
ABS:,1
MRA abdomen:,1
You have the following appointment with your psychotherapist:,1
your risk of aspirating:,1
appointments to discuss when your next treatment will be:,1
contrast:,1
Will need:,1
Medications on Transfer to Floor:,1
On transfer to medical floor:,1
CT abdomen without contrast:,1
Sinus CT:,1
Interval Changes:,1
 Wound care:,1
CSF Cell count:,1
Transfer MEDS:,1
PAST PERTINENT SURGICAL HISTORY:,1
Labs from day of death:,1
You also have these appointments:,1
REPEAT CXR:,1
Continue factor VIII replacement as follows:,1
Here are other appointments that you have approaching:,1
following diet with additional recommendations:,1
FOLLOWUP PLANS:,1
Left upper extremity ultrasound:,1
A number of additional issues arose during your hospitalization:,1
transitional:,1
In addition please be sure to keep the following appointments:,1
MEDICATIONS AT HOMME:,1
Final CXR:,1
    endoprostheses are the following:,1
The follow medications were changed:,1
Lab Results on admission:,1
She had an ABG showing a chronic respiratory acidosis:,1
Surgical report:,1
         enterococcus faecalis:,1
Chest US:,1
Please note the following CHANGE to your medications:,1
Please note the following change to your medications:,1
ACTIVE ISSUES THIS ADMISSION:,1
Meds on retransfer to Oncology from ICU:,1
To better control your heart rhythm:,1
Acute Renal insufficiency:,1
To treat your restless legs:,1
For you heart function:,1
The rest of hospital course:,1
INSTRUCTIONS FOR REHAB:,1
MEDICAL INTENSIVE CARE UNIT COURSE BY PROBLEM:,1
chest film:,1
You need to schedule the following appointments:,1
Treatments:,1
Transfer to Medcine:,1
Please note the following changes in your medication regimen:,1
Active Issues This Admission:,1
NCCT R shoulder:,1
Hypercholesterolemia:,1
added are the following:,1
We would like you to take the following medicines:,1
MICROSCOPIC URINE:,1
Medications from OSH:,1
Seizures:,1
Glucose Sliding Scale Parameters:,1
  NOTE ON ATTENDING REVIEW:,1
DRUG ALLERGIES:,1
the hospital:,1
Future appts you have scheduled:,1
any:,1
PHYSICAL EXAMINATION ON TRANSFER TO THE NEUROLOGY FLOOR:,1
TRASNITIONAL ISSUES:,1
findings:,1
Physical Exam on Floor:,1
General Instructions and Information:,1
FLEX SIGMOIDOSCOPY:,1
Please also send results to:,1
You anticoagulation should be managed as follows:,1
Nuclear stress test:,1
SUMMARY OF MICU COURSE:,1
Nuclear report below:,1
Also see:,1
Other medication changes are:,1
Advanced directives:,1
Endoscopic ultrasound:,1
Duodenum mucosal biopsy:,1
meds at hospital:,1
Your medication changes are below:,1
medicine changes:,1
ABGS DURING SLEEP STUDY:,1
MODIFIABLE RISK FACTORS FOR STROKE:,1
Directions:,1
CT leg:,1
Additional Labs of Note:,1
according to following goal levels:,1
implemented as follows:,1
Cardiac Biomarker Trend:,1
you will continue:,1
OUPATIENT ISSUES:,1
Please let us know if you develop:,1
for discharge home:,1
Please be sure to follow up with the following physicians:,1
to take all these medications daily as directed:,1
PITUITARY:,1
MEDS on transfer to the floor:,1
Medication changes made:,1
A summary of her hospital course by systems is as follows:,1
The following medications had a dose or frequency change:,1
scan was done which showed that she had:,1
Pancreaticoduodenal Resection Specimen:,1
Chronic blood loss anemia:,1
Attending review:,1
EP recs:,1
Neuro examination at discharge:,1
PERTINENT FINDINGS ON DISCHARGE:,1
This Patient:,1
EPISODE OF UNRESPONSIVENESS:,1
PARAPHIMOSIS:,1
AP CHEST:,1
After transfer to medicine:,1
The following additions have been made to your medication list:,1
Notable OSH imaging:,1
be sent home with the following medications for your pain:,1
R hip and low back:,1
BP:,1
The remainder of his hospital course by problem:,1
The medication we stopped upon your admission was:,1
Upon discharge the new medication you will be continued on are:,1
cooperate:,1
Right Pleural Fluid:,1
should read:,1
The remainder of her post operative course is as follows:,1
Final Attending comment:,1
below as a reminder for you:,1
read:,1
prior to admission:,1
Please follow up with these previously scheduled appointments:,1
Labs over hospital course:,1
TEE intra op Conclusions :,1
For blood sugar:,1
Units Injection four times a day as needed for high blood sugar:,1
ACUTE ISSUES OF CARE:,1
CHRONIC ISSUES OF CARE:,1
First blood draw on:,1
Admission data:,1
the rehab facility:,1
We STOPPED some of your old medications:,1
Pelvis:,1
You should continue on the following home meds:,1
Pathology Examination DIAGNOSIS:,1
Insulin regimen changed to:,1
Liver Clinic:,1
Stools Studies:,1
Surgery Hospital Course:,1
transfer to the floor revealed the following:,1
Chest AP portablem on admission:,1
lactate level:,1
She also had a TTE performed:,1
At that time she obtained a head CT:,1
We STARTED several new medications:,1
We CHANGED some of your old medications:,1
In the Emergency Department initial vital signs were:,1
PENDING TESTS ON DISCHARGE:,1
START taking these medications:,1
OSH Cultures:,1
There were no changes in the following medications:,1
Hepatitis serology:,1
PRIOR EGD REPORTS:,1
CURRENT MEDICATIONS ON TRANSFER TO MEDICAL FLOOR:,1
Vanco trough:,1
On addmission to floor:,1
Discharge lab:,1
ROS at time of transfer:,1
OUTPATIENT:,1
To prevent your stomach for excess irritation:,1
COURSE ON MEDICAL FLOOR:,1
wish to keep it:,1
Urine Ctx:,1
CHIEF COMPLAINTS:,1
Ankle Fracture:,1
Hormones:,1
LFTs at peak:,1
Medications Instructions:,1
Blood Osm:,1
Portable Abdomen for assessment of dobbhoff placement:,1
Pericarditis:,1
evaluated her and left instructions as below:,1
Hospital course was as follows:,1
Systems review:,1
Past Cardiac history:,1
in fair condition on the following medications:,1
CTA URINE                     DRUGS DETECTED:,1
Prior to admission:,1
abdomen and pelvis were obtained with the following findings:,1
dictated:,1
by the following review of systems:,1
TUNNELED DIALYSIS LINE PLACEMENT:,1
RADIOLOGIC STUDIES:,1
MEDICATIONS UPON DISCHARGE FROM THE MEDICAL SERVICE:,1
Per report of his relatives:,1
of systems:,1
Diastolic Heart Failure:,1
detail:,1
please continue to administer insulin as follows:,1
HISTORY OF HIT:,1
YEAST GROWING IN URINE:,1
within one week of discharge:,1
Radiographic Data:,1
Meds on tx from ICU:,1
hypoventilation and obstructive componenet:,1
congestive heart failure:,1
ACTICE ISSUES:,1
                              SENSITIVITIES:,1
Abdominal xray:,1
ADDENDED MEDICINE LIST:,1
ct was performed which was consistent withIMPRESSION:,1
VQ Scan:,1
Please make your appointment for follow up as listed below:,1
Cytology and Pathology:,1
VENOUS ACCESS:,1
ALLERGIES ON ADMISSION:,1
Duplex Left UE:,1
Incisional pain managed with:,1
FOCUSED PHYSICAL EXAMINATION:,1
pain resolved and so may have been viral etiology:,1
You should call your PCP or return to the ED if you have:,1
Discharge neuro exam:,1
speech language therapy only if:,1
Follow up labs:,1
Select Reports:,1
Left abdominal wall:,1
PGYNHx:,1
Previous EGDs:,1
The patient received:,1
Lumbar films:,1
medication changes during this admission include:,1
Aortic measurements are as follows:,1
Mineral:,1
SOCIAL ISSUES:,1
She will also be followed by:,1
COurse in ED:,1
Problem focused course:,1
STUDIES OF NOTE:,1
by problem list:,1
Received the following:,1
Type and Screen AB positive:,1
Discharge medication from rehab:,1
AVR:,1
of sepsis:,1
MRCP to further evaluate cholecystitis:,1
BONE MARROW PATH REPORT ADDENDUM:,1
Sensitivities were obtained from blood cultures as below:,1
Course as outlined below:,1
Gastrointestinal bleeding history:,1
You have follow up with GI as well:,1
Medications in MICU:,1
US Left Antecubital Fossa:,1
LABS OF INTEREST:,1
Liver testing:,1
Pertinent labs during her hospitalization:,1
ABD US:,1
abg:,1
Multiple prolonged recent hospitalizations:,1
number below to make an appointment:,1
Summary of Plan:,1
BLE veins:,1
Significant events during hospital course are as follows:,1
FSBS:,1
Studies at admission:,1
following issues were addressed during her MICU course:,1
Please note that your medications have been changed:,1
Please attending the following appointments:,1
INTERVAL EXAM:,1
Cardiac Medication list:,1
Hypercholestermia:,1
was consulted and addressed the following problems:,1
Please also keep the following scheduled appointments:,1
discharge are:,1
The following medications were ADDED:,1
Please make sure to do the following:,1
HOSPITAL COURSE BY SYSTEMS :,1
For both heels :,1
Medications prior to transfer to floor:,1
becomes available sooner:,1
    Immunizations:,1
TPN orders:,1
main text of the Discharge Summary:,1
Upon admission to floor from MICU:,1
Blood counts:,1
Pre CBP:,1
OSH MICRO DATA:,1
given that he left AMA while still on a CIWA scale:,1
On transfer to Medicine:,1
Issues by system:,1
Repeat after antibiotics:,1
Labs on the day of discharge:,1
course has been complicated by:,1
Extensive imaging revealed:,1
AP CXR:,1
Highlights of initial studies and interventions include:,1
CTEST:,1
Physical Exam initially:,1
Rash:,1
Osteoarthritis:,1
Decubitus Ulcer:,1
OTHER CARE RECOMMENDATIONS:,1
Department if you:,1
Incisional Care:,1
We made the following changes to yuor home medications:,1
TWO APPOINTMENTS:,1
Renal ultrasound with doppler:,1
RADIOLOGIC DATA:,1
The followin medications were CHANGED:,1
We made the follwoing changes in your medicines:,1
Positive cultures:,1
hospital course by systems is as follows:,1
Suggestions for care:,1
Blood Gas prior to MICU Transfer:,1
Medications in hospital:,1
have been as follows:,1
Nonketotoic hyperosmolar hyperglycemia:,1
Appreciate input:,1
Aspiration Precautions:,1
Rhythm strips:,1
MICU Update:,1
CT of Abdomen gave the following findings:,1
Previous hospitalization history for cellulitis:,1
UPRIGHT PA AND LATERAL CHEST RADIOGRAPHS:,1
Please follow up with ID on:,1
Afib:,1
You were started on new medications including:,1
To review:,1
PT:,1
except the following:,1
upper extremity ultrasound:,1
Per rehab paperwork:,1
Weigh yourself daily:,1
Otherwise:,1
other appointments on record include:,1
DIAGNOSES UPON DEATH:,1
R knee CT scan:,1
Discharge meds:,1
The following medication were started:,1
PREDNISONE TAPER:,1
medications upon transfer from SICU:,1
LABS AT DISCHARGE :,1
Orthostatics checked on night of discharge by me personally:,1
Other relevant studies:,1
According to the preliminary procedure documentation:,1
L foot xray:,1
POST DIALYSIS LABS:,1
Physical exam on transfer to floor:,1
You should discuss the following with your PCP:,1
SICU MEDICATIONS:,1
with heart failure:,1
Sencondary:,1
described in the excellent Neuro consult note:,1
ARTERIAL:,1
WORK UP:,1
Please follow up with the surgeons as follows:,1
INITIAL MEDICAL FLOOR COURSE:,1
Further Labs:,1
Most recent chest xray:,1
Most recent EKG:,1
Physical exam on day of Discharge:,1
Discharge INR:,1
Appointment Scheduling Location:,1
Medication Changes we made are as follows:,1
TRENDS DURING HOSPITAL STAY:,1
VENT:,1
Oncology Course:,1
Please follow up with your primary care physician as follows:,1
Other Scheduled appointments:,1
Instructions after thyroid surgery:,1
with the following results:,1
Lower extremity ultrasound:,1
PHYSICAL EXAMINATION TODAY:,1
The following was noted in the ICU:,1
NEUROLOGICAL EVALUATION:,1
day:,1
with lavage yielded a sputum spec that isolated the following:,1
Coronaries:,1
condition on:,1
Melena:,1
Lightheadedness:,1
Please keep your previously scheduled appts:,1
Cough:,1
issues were adressed during her hospital stay:,1
Chronic renal insufficiency:,1
Received:,1
Please Stop:,1
Recent:,1
Relevant laboratory data on transfer:,1
ACTIVE ISSUES ON THE MEDICINE AND ONCOLOGY FLOORS:,1
Health Care Maintainence:,1
ACTIVE ISSUES IN THE ICU:,1
General Care:,1
Pneumonia and Fever:,1
Already Scheduled Appointments:,1
Hematocrit:,1
Hydrocephalus:,1
Total bilirubin:,1
Cultures and Microbiology:,1
Exam on admission:,1
On transfer to ICU:,1
On ICU admission:,1
Catheter care:,1
New medications started this admission:,1
AVFistulagram:,1
Please note the changes to your medications:,1
EMERGENCY CONTACT:,1
patient was covered with broad spectrum antibiotics including:,1
Medications to continue:,1
Progress:,1
Relevant Results:,1
please note that you should take the following when discharged:,1
The patient is being discharged on the following medications:,1
TO SCHEDULE THE FOLLOWING:,1
Please keep all of your other scheduled appointments:,1
Hospital course also complicated by the following problems:,1
Imaging this admission:,1
Urine and Ascites:,1
Inhalers:,1
SEVEN VIEWS OF THE HIPS INCLUDING AP PELVIS:,1
weekly:,1
ready to be discharged home with the following instructions:,1
You are preparing for discharge  with the following intructions:,1
stab wounds:,1
On subsequent examination:,1
HISTORY OF PRESENT IILLNESS:,1
PHYS EXAM:,1
LEFT STERNOCLAVICULAR JOINT:,1
Please attend the following hematology appointment:,1
IN ED:,1
Notable studies include the following:,1
Transfer PE:,1
evening:,1
Pericardiocentesis COMMENTS:,1
FU recommendations:,1
Labs after episode of somnolence:,1
ROS on transfer to floor:,1
IRON PANEL:,1
Antibodies:,1
Your home medications have been changed to the following:,1
changes to your medications are as follows:,1
Other Tests:,1
Medication Changes During Your Admission:,1
MICU COURSE BY SYSTEMS:,1
She also had cardiac evaluation with Echo which showed:,1
keep taking them this way:,1
Several changes were made to your medications:,1
RIGHT STERNOCLAVICULAR JOINT:,1
Serum cancer markers:,1
pt had no known medical issues:,1
STUDIES FROM AN OUTSIDE HOSPITAL:,1
Colostomy care:,1
Descending and sigmoid colon:,1
PENDING LABS AT THE TIME OF DISCHARGE:,1
fusion surgery:,1
inhibitor:,1
Ct chest with contrast:,1
Additions:,1
You also have an appointment with the neurologist:,1
The following medications were held on discharge:,1
glucose:,1
Please call your physician or go to the ER if you have:,1
These changes to your medications were made:,1
labs showed:,1
see progress note for details:,1
made in your medications:,1
You will need to take the following medications:,1
Musculoskeletal Right Lower Extremity:,1
 SENSORY:,1
Issues and hospital course:,1
To be followed by primary care doctor:,1
The following tests were sent:,1
Hospital Course on Neurology Floor:,1
Op report:,1
CT repeated here showed:,1
arteriograms were performed from these locations:,1
the folliowing instructions:,1
laceration Care:,1
IMPRESSSION:,1
Other Important Resuls:,1
who has:,1
RETURN TO FLOOR COURSE:,1
SUBSEQUENT CTA BRAIN:,1
Radiology Results:,1
He was admitted to the ICU and went to the OR for the following:,1
Meds in MICU:,1
BLUE DYE SWALLOWING ASSESSMENT:,1
 BLUE DYE BEDSIDE SWALLOWING EVALUATION:,1
outlined as follows:,1
PRINCIPAL PROCEDURE:,1
Medication Change Summary:,1
Per floor admission note:,1
MR head with and without contrast:,1
Test Performed at:,1
Markedly fragmented core biopsy of liver demonstrating:,1
FOLLOW UP APPOINTMENTS SCHEDULED AND RECOMMENDED:,1
is described below:,1
dissection:,1
Taken to the operating room for:,1
bedtime:,1
EXAM POST TPA:,1
    in addition:,1
You have bee started on new medications:,1
We have changed your medications:,1
    for infants who meet any of the following three criteria:,1
Followup appointments include:,1
HOSPITAL COURSE INCLUDING PERTINENT LABORATORY DATA:,1
was showed:,1
the lesion on your face:,1
Radiologic Data from OSH:,1
Biomarkers over time:,1
Initial Eval in MICU:,1
    infants that meet any of the following four criteria:,1
Departmental Pager:,1
Ostomy:,1
Medicaitons:,1
We have stopped the following medications:,1
We have added the following medication:,1
Cytology Pleural Fluid:,1
discharged on the following medication regimen:,1
Placement of silicone Y stent with the following measurement:,1
or as soon as possible with the following specialists:,1
Admission exam:,1
failure including:,1
Other diagnostic tests included:,1
BEDSIDE SWALLOW EVAL:,1
suggest the following:,1
swallow evaluation and we recommend the following:,1
Medications changed during this visit:,1
SCHEDULED FOLLOW UP:,1
MEDICATIONS ON TRANSFER to CCU:,1
Previous semiologies:,1
Other issues for this hospitalization included:,1
REVIEW OF COURSE BY SYSTEMS:,1
Labs On admission:,1
MRI on admission showed:,1
 RECOMMENDATIONS AT THE TIME OF DISCHARGE:,1
ECHO IMPRESSION:,1
PERFUSION IMPRESSION:,1
Remaining hospital course by issues:,1
meds on transfer from sicu:,1
Admission RUQ US:,1
OSH US:,1
GRAM STAIN:,1
RESPIRATORY CULTURE:,1
LETHARGY:,1
MEDS at nursing home:,1
Labs from outside hospital:,1
WEAKNESS:,1
WEIGHT LOSS:,1
HISTORY OF BPH:,1
Follow up appointments recommended include:,1
initiated with INR monitoring as described below:,1
EKG on admission in the setting of anemia and active bleeding:,1
Labwork to be done every Monday and Thursday:,1
Urine lytes:,1
LP pressures:,1
OSH Head CT:,1
SUMMARY OF NICU COURSE:,1
Every Monday and Thursday:,1
the steps below to change your trach tube at home:,1
cannula:,1
Please seek immediate medical attention for the following:,1
Gather the things you will need before you start:,1
Medication changes are as listed below:,1
numbers are as listed below:,1
OUTSIDE HOSPITAL COURSE:,1
Gather the items you will need:,1
were in the hospital:,1
was complicated by the following:,1
to trach care:,1
medications at time of admission:,1
OSH CSF:,1
FROM PREVIOUS DISCHARGE SUMMARY:,1
Events of expiration:,1
Followup appointment scheduled and recommended:,1
Please note the following in your medications:,1
 Additional Pathologic Findings:,1
Upon discharge from rehab you will need to:,1
Medications that were changed in the hospital:,1
which are:,1
Coagulation management:,1
Per MICU admit note:,1
PET CT:,1
CERVICAL:,1
THORACIC:,1
High Resolution Chest CT:,1
on the gastrectomy portion submitted showed:,1
Primary GI motility syndrome:,1
the Emergency Department if you experience:,1
the following new medications:,1
HEPATITIS PANEL:,1
Follow up from Otolaryngology:,1
Follow up appointments to be scheduled include:,1
SUMMARY HOSPITAL COURSE:,1
CTA then obtained:,1
contact one of them to set up treatment:,1
MRI spine from OSH:,1
HOME MEDS per OMR:,1
BRIEF SUMMARY OF FLOOR COURSE:,1
BRIEF SUMMARY OF ICU COURSE:,1
OSH scans:,1
Per report:,1
Speech and swallow:,1
Other history:,1
CT CEREBRAL ANGIOGRAM:,1
Appendix:,1
We did not make any changes to your medications:,1
Microbiology at OSH Summary:,1
Signs and symptoms of peripheral aneurysm may include:,1
INCIDENTAL FINDINGS ON IMAGING HERE:,1
any of the following criteria:,1
Chole Drain Care:,1
CT Lower extremities:,1
You also have appointments with the following physcians:,1
There have been several changes to your medicines:,1
Several medications were adjusted:,1
Carotid USG:,1
cardiology:,1
Danger signs:,1
Thoracic Surgery:,1
Replete with fiber Full strength:,1
They are:,1
following appointment has been scheduled:,1
The following appointments has been scheduled for you:,1
evaluation for your pancreas:,1
Repeat LFTs:,1
repeat acetaminophen:,1
Her neurological exam prior to discharge was the following:,1
if you would like more opinions:,1
LLE WOUND:,1
is an important appointment to keep:,1
PERTINANT LABS:,1
The following addition was made to your outpatient medications:,1
Transfer to the floor with improved respiratory parameters:,1
HEP:,1
Lipid:,1
VEIN MAPPING:,1
DISCHARGE EKG:,1
FLEXIBLE SIGMOIDOSCOPY:,1
TRACH TYPE:,1
These medications were stopped:,1
These other medications were added:,1
the following changes were made in your medication regimen:,1
schedule only:,1
Fingerstick Blood Sugar Monitoring:,1
Her INRS:,1
some time following discharge:,1
CSF Cx:,1
examination was as follows:,1
hospital course by problem is below:,1
Hospital course by problem to follow:,1
of vital importance that you assume a healthy lifestyle now:,1
HEPATOLOGY:,1
Medicine Team Updated Hospital Course:,1
Outpatient Plan By Problem:,1
COURSE ON MEDICINE FLOOR:,1
Follow up appointments recommended or scheduled:,1
Hematologic History:,1
Follow up appointments scheduled and recommended:,1
CT UPPER EXTREMITY WITHOUT CONTRAST:,1
Also follow up with your PCP after your discharge:,1
right away if any of the following problems develop:,1
following problems develop:,1
You will need to continue the following new medications:,1
number of changes have been made to your regimen:,1
Tylenol level:,1
work up which was obtained at NWH prior to transfer was normal:,1
Exam on Arrival to Floor:,1
Hepatology service:,1
Course on the floor as follows:,1
been made to your home medications:,1
You were started on three new medications:,1
Other Important Trends:,1
carcinoma:,1
significant events:,1
Physical Exam on admission to floor:,1
following has been recommended:,1
Lower extremity exam:,1
You also have the following appointments made:,1
antimicrobial therapy are:,1
within the next one to two weeks:,1
On transition to the floor:,1
pericardial fluid:,1
Other Notable Lab values:,1
Lung Doctor:,1
On Transfer to floor:,1
Septic Shock Labs:,1
Clinic:,1
Follow up for this infant include:,1
  CT OF THE PELVIS:,1
Admission UA and Utox:,1
Please continue the acyclovir according to this schedule:,1
her hospital course as below:,1
Surgical Management:,1
Prior Micro:,1
The following significant changes were made to your medications:,1
Please follow up with this previously scheduled appointment:,1
orthopaedic surgery team took him for the following:,1
OR again by orthopaedics for:,1
Venous Duplex:,1
STUDY:,1
team for the following operations:,1
Brief hospital Course:,1
Catherization results:,1
entailed the following procedures:,1
Primary care visit:,1
Surgeons:,1
Lab values at end of course:,1
vitals HR:,1
Immunizations recommended are as follows:,1
His discharging diagnoses include:,1
Please call or return to the ER if you develop:,1
          ORIENTATION:,1
ECT follow up appt:,1
The remainder of the hospital course is by day events:,1
Acute myelofibrosis with panmyelosis:,1
and by systems is as follows:,1
Physical Exam Discharge:,1
CT Head with contrast:,1
     CT NECK:,1
CT on admition:,1
CT Chest without contrast:,1
for your foot:,1
LIVER WORKUP:,1
Liver failure complicated by:,1
course by active problem is as follows:,1
Patient is advised to do the following:,1
Her postoperative course will now be broken down by systems:,1
aid in your recovery:,1
Please have following labs done weekly:,1
Significant labs at OSH:,1
Please make these changes to your home medications:,1
Preop:,1
consultation included:,1
ED Imaging:,1
Call your doctor or go to the emergency room if you experience:,1
Left ulnar artery:,1
Injuries were found to be:,1
Floor Transfer:,1
Department if you experience any of the following:,1
Her hospital course can be summarized by systems as follows:,1
episodes of hypoglycemia if he does not eat following insulin:,1
Cx:,1
Medicine Floor Admission Physical Exam:,1
ABD KUB:,1
PE on call out from MICU:,1
Microbiology Results:,1
Cannulation:,1
Abnormal lab values:,1
Medications on transfer from outside hospital:,1
MEDICINE ADMISSION:,1
Laboratories on discharge:,1
signs and symptoms:,1
CT of the neck:,1
Studies performed at OSH:,1
HEMATOCRIT ON DISCHARGE:,1
Cholangiogram:,1
OTHER LABS ON DISCHARGE:,1
RECTUS SHEATH HEMATOMA:,1
VOLUME OVERLOAD:,1
RIGHT ANKLE PAIN:,1
DYSPHAGIA:,1
On the medical floor:,1
items you will need to clean your stoma:,1
medication list and does not know dosing:,1
things you will need:,1
when you are discharged:,1
No ETOH:,1
These medications were changed from your normal home regimen:,1
Rheumatologic:,1
CARDIAC ULTRASOUND:,1
take them as directed once you are discharged:,1
URINES STUDIES:,1
Please take all of your medicines as ordered:,1
within two to four weeks:,1
STANDING CERVICAL XRAYS:,1
Outlined by problem is his hospital course:,1
At end of hospitalization:,1
MRI hips:,1
Medication at home:,1
Active issues during his hospitalization were as follows:,1
issues during the hospitalization included:,1
medications should be stopped:,1
MEDICATIONS ON TRANSFER FROM BORNWOOD:,1
CARE RECEIVED:,1
By System:,1
ID History:,1
Brief course:,1
These medications were started:,1
Discharge WBC:,1
Vascular leg studies:,1
The following medications have been changed to:,1
series of recent events summarized below:,1
SURGEONS:,1
OSTEOPOROSIS:,1
format below:,1
His second MICU course is summarized by problems below:,1
Rehab Contact info:,1
Post op CT:,1
diagnosis of:,1
following decisions were made:,1
Jejunum and Gallstone:,1
OMED Accept Exam:,1
Please call to schedule appointments with your PCP:,1
post op echo:,1
Brief hospital course after ICU by problem below:,1
The following medications changes have been made:,1
NAME OF OPERATION:,1
increased to:,1
PERITONEAL:,1
Abdominal wall fascia:,1
A follow up MRI showed:,1
Further recommendations regarding funghemia:,1
been made:,1
Activity Status:,1
Past medical history is remarkable for:,1
His Injuries:,1
The following imaging was obtained:,1
as your primary care physician in the next week:,1
Junctional Bradycardia:,1
Please notify a doctor if pt experiences:,1
You will need to call the gastroenterology department at:,1
OMED Discharge Exam:,1
and INR trends:,1
medication changes were made:,1
To Do at Rehab:,1
We started the following medication:,1
PROCEDURES DURING THIS ADMISSION:,1
These medications were continued:,1
appointment for you on:,1
THIS IS A CONTINUATION OF A PREVIOUS DISCHARGE SUMMARY:,1
take this with the following regimen:,1
ANDWITHOUT CONTRAST:,1
Other past medical History:,1
of the warning signs listed below:,1
called to:,1
Following is a brief summary of his hospital course:,1
CT OF THE PELVIS WITH INTRAVENOUS CONTRAST AND RECTAL CONTRAST:,1
CT Facial:,1
Dischage:,1
Microbiology studies:,1
Keep the following appointment with your PCP:,1
Nephrostogram:,1
have been made:,1
Chemistry on admission:,1
to the following guidelines:,1
MOST RECENT RESULTS:,1
Her course was complicated by the following:,1
weeks of discharge from the hospital:,1
from OSH:,1
HEMOLYSIS LABS:,1
physician if you experience any of the following symptoms:,1
Unit in stable condition on the following po medications:,1
report to the nearest Emergency Department for:,1
Hospital course labs:,1
within the next week:,1
Medication changes made this admission:,1
In the ED inital vitals were:,1
Chemistry on discharge:,1
Resistive indices are as follows:,1
chest CT:,1
this week:,1
Medications CHANGED:,1
CT OF THE PELVIS WITHOUT INTRAVENOUS CONTRAST:,1
MAJOR SURGICAL PROCEDURE:,1
Per Opt ID note:,1
Jejunostomy Tube Care:,1
Duodenostomy Drain Care:,1
The following medications have been added for comfort care:,1
Pain medicine:,1
help prevent clots from forming inside your veins:,1
Prior Imaging:,1
You have one new medication to start:,1
to do to prevent rehospitalization or getting much sicker are:,1
MIC:,1
Post Drainage:,1
Pre Drainage:,1
On previous hospital stays:,1
PRIOR TO DISCHARGE:,1
LEFT SHOULDER PLAIN FILM:,1
RESIDUAL:,1
Other new medicines include:,1
Medications recieved at OSH:,1
Medication on transfer to CCU:,1
HOSPITAL COURSE UP TO THIS POINT IS SUMMARIZED FIRST:,1
CTA From OSH:,1
PRELIM IMPRESSION:,1
ON TRANSFER TO REHAB:,1
Labs on Transfer to Medicine:,1
List from rehab:,1
further monitoring:,1
be taken:,1
VNA:,1
course by key issues:,1
BS history:,1
Here are the changes we have made to your medications:,1
your coronary artery disease:,1
After Patient seized:,1
Below is a problem based summary of this hospitalization:,1
added at outside hospital:,1
ON TRANSFER BACK TO OMED FROM ICU:,1
Reflex examination:,1
therapy:,1
HEPATITIS:,1
PSurghx:,1
outpatient medications unless they are listed below:,1
Initial ECG:,1
Urine Cx results:,1
Spurum Cultures:,1
as well as the following:,1
Rapid respiratory virus screen:,1
MEDICATIONS GIVEN AT THE OUTSIDE HOSPITAL:,1
Distal esophageal mucosal biopsy:,1
OPERATIVE PROCEDURE PERFORMED:,1
Return to ER if:,1
Diagnostics and Imaging:,1
Follow these steps to change twill ties:,1
PHYSICAL EXAMINATION IN THE NEONATAL INTENSIVE CARE UNIT:,1
Other medication changes are as follows:,1
SUMMARY OF HOSPITAL COURSE SYSTEM:,1
Lower Extremity Doppler Study:,1
see below:,1
 Reflexes:,1
Lovenox:,1
go to each of these appointments:,1
MR OF THE CERVICAL SPINE:,1
action and would add the following:,1
The following medications STOPPED:,1
The following medications are NEW:,1
RIGHT UNILATERAL LOWER EXTREMITY VENOUS ULTRASOUND:,1
Muscule Stretch Reflexes:,1
The following CHANGES were made to your meds:,1
Muscle Strength:,1
CT OF THE CHEST WITH INTRAVENOUS CONTRAST:,1
Extensive metastatic disease:,1
woman with prenatal labs as follows:,1
You have been started on the following new medicines:,1
artery:,1
nursery with the following recommendations:,1
We made the following changes to his medications:,1
Labs at admission and discharge:,1
following medication has been added to your home regimen:,1
PORTABLE RENAL ULTRASOUND:,1
CT OF THE BRAIN WITHOUT AND WITH INTRAVENOUS CONTRAST:,1
Neurology floor course:,1
Cardiology and Primary Care:,1
On day of admission:,1
Operative Dates:,1
course outlined below:,1
antibiotic treatment:,1
Room with the following conditions:,1
Duplex:,1
Vanc level:,1
Please contact the cardiology office for followup this week:,1
Metabolic alkalosis:,1
We made multiple changes to your medications:,1
Ophthalmology exams for ROP:,1
  Feeding options at discharge:,1
Feeds and nutrition:,1
Medication list from VA:,1
Home respr care:,1
Esophageal tissue pathology:,1
course by systems follows:,1
The following changes have been made your medications:,1
PRIOR TO TRANSFER TO ORTHO SPINE:,1
OTHER PERTINENT LABS DURING ADMISSION:,1
  Cath Dx:,1
and we made the following changes to your medicines:,1
MR LEFT ANKLE WITH AND WITHOUT CONTRAST:,1
Your currently scheduled appointments are as follows:,1
CT PELVIS WITHOUT CONTRAST:,1
CARE AND RECOMMENDATION AT TIME OF DISCHARGE:,1
Routine health care maintenance:,1
HOSPITAL SUMMARY:,1
